,Products Name,Prices,Descriptions,Reviews
184,"OPPO Reno11 5G (Rock Grey, 128 GB)","₹37,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 32MP Front Camera5000 mAh BatteryMediatek Dimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
185,"Samsung SM-A366E/DS (Awesome Lime, 128 GB)","₹35,867",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
186,"POCO F7 5G (Phantom Black, 512 GB)","₹39,116","12 GB RAM | 512 GB ROM17.35 cm (6.83 inch) Display50MP Rear Camera | 20MP Front Camera7550 mAh Li-Polymer + Silicon Carbon Battery8s Gen 4 ProcessorRear Camera -50MP Main Camera -8MP Ultra-wide Camera with night mode and ultra-wide video recordingFront camera -20MP with Portrait Mode | | Front Video Recording | Night ModeDisplay -6.83 inch 1.5K pOLED with 120 Hz refresh rateBattery 7550mAh, 90W charger, 22.5W reverse charging1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",4.4
187,"Samsung Galaxy A55 5G (Awesome Navy, 256 GB)","₹35,490",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4
188,"realme GT 6T 5G (Fluid Silver, 512 GB)","₹37,999",12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year,4.5
189,"realme GT 6T 5G (Razor Green, 256 GB)","₹38,990",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year,4.5
190,"realme Gt 7T (Racing Yellow, 256 GB)","₹39,999",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera7000 mAh BatteryDimensity Processorstandard 1-year warranty for the device itself and a 6-month warranty for accessories,4.4
191,"Samsung Galaxy A53 (Awesome Blue, 128 GB)","₹39,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display64MP + 12MP + 5MP + 5MP | 32MP Front Camera5000 mAh Lithium Ion BatteryExynos Octa Core Processor Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box,4.1
192,"POCO X8 Pro (Iron man edition, 256 GB)","₹34,999",12 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Full HD+ AMOLED Display50MP + 8MP | 20MP Front Camera6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology BatteryDimensity 8500-Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
193,"Samsung Galaxy S24 FE 5G (Mint, 128 GB)","₹39,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 8MP | 10MP Front Camera4700 mAh BatteryExynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.5
194,"IQOO 9 SE 5G (Space Fusion, 256 GB)","₹39,999",12 GB RAM | 256 GB ROM16.81 cm (6.62 inch) Display48MP + 48MP + 13MP + 2MP | 16MP + 16MP Dual Front Camera4500 mAh Battery1 Year,4.2
195,"Samsung Galaxy S24 FE 5G (Blue, 128 GB)","₹38,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 8MP | 10MP Front Camera4700 mAh BatteryExynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.5
196,"OnePlus 11 5G (Eternal Green, 128 GB)","₹35,499",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh Batterydomestic warranty of 12 months on phone & 6 months on accessories,4.4
197,"IQOO 9T 5G (ALPHA, 256 GB)","₹39,999",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera4700 mAh Battery1 Year,4
198,"Samsung Galaxy A34 5G (Awesome Lime, 128 GB)","₹38,899","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display48MP + 8MP + 5MP | 13MP Front Camera5000 mAh Li-ion Battery BatteryDimensity 1080, Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories",4.3
199,"vivo V60 8/256 BLUE (Moonlit Blue, 256 GB)","₹39,499",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera6500 mAh Battery12 Month,4.4
200,"IQOO 11 5G (Alpha, 256 GB)","₹37,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 8MP + 13MP | 16MP Front Camera5000 mAh BatterySnapdragon 8 Gen 2 Mobile Platform Processor1 year manufacturer warranty,4.3
201,"Samsung Galaxy A34 5G (Awesome Graphite, 256 GB)","₹26,999","8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display48MP + 8MP + 5MP | 13MP Front Camera5000 mAh Li-ion Battery BatteryDimensity 1080, Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories",4.4
202,"OPPO Reno13 5G (Ivory White, 256 GB)","₹35,999",8 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 2MP | 50MP Front Camera5600 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.3
203,"OPPO Reno8 5G (Shimmer Black, 128 GB)","₹36,999",8 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Full HD Display50MP + 8MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediatek Dimensity 1300 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.4
204,"POCO F7 5G (Cyber Silver Edition, 256 GB)","₹36,999","12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP Rear Camera | 20MP Front Camera7550 mAh Li-Polymer + Silicon Carbon Battery8s Gen 4 ProcessorRear Camera -50MP Main Camera -8MP Ultra-wide Camera with night mode and ultra-wide video recordingFront camera -20MP with Portrait Mode | | Front Video Recording | Night ModeDisplay -6.83 inch 1.5K pOLED with 120 Hz refresh rateBattery 7550mAh, 90W charger, 22.5W reverse charging1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",4
205,"Infinix Zero Ultra (Genesis Noir, 256 GB)","₹35,560",8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display200MP + 13MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediatek Dimensity 920 Processor1 Year on Handset and 6 Months on Accessories,4.3
206,"Samsung A36 5G (Black, 256 GB)","₹15,499",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 5MP Dual Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.1
207,"Samsung Galaxy A54 5G (Awesome Graphite, 256 GB)","₹12,999","8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1380, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",4.4
208,"Samsung Galaxy F70e 5G (Limelight Green, 128 GB)","₹15,499",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh Li-ion BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.1
209,"Ai+ Nova 2 5G (Blue, 64 GB)","₹17,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryT8200 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,4.2
210,"Samsung Galaxy F70e 5G (Spotlight Blue, 128 GB)","₹17,499",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh Li-ion BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.2
211,"Samsung Galaxy F70e 5G (Spotlight Blue, 128 GB)","₹16,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh Li-ion BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
212,"Samsung Galaxy F70e 5G (Limelight Green, 128 GB)","₹18,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh Li-ion BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
213,"OPPO K14x 5G (Prism Violet, 128 GB)","₹14,999",4 GB RAM | 128 GB ROM17.14 cm (6.75 inch) HD+ Display50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens6500 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
214,"OPPO K14x 5G (Prism Violet, 128 GB)",,6 GB RAM | 128 GB ROM17.14 cm (6.75 inch) HD+ Display50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens6500 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
215,"OPPO K14x 5G (Prism Violet, 64 GB)",,4 GB RAM | 64 GB ROM17.14 cm (6.75 inch) HD+ Display50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens6500 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
